e2,2,-2,4,0
e1,2,3,5.8,0
e1,2,-3,6.3,0
e2,2,-2,4,0
b3,3,3,5.5,0
b3,3,-3,5.5,0
b3,3,3,5.5,0
b3,3,-3,5.5,0
b5,3,-3,5.5,0
b5,3,-3,5.5,0
e2,4,-2,4,0
e1,4.5,3,5.8,0
e1,4.5,-3,6.3,0
b4,5,2,5.5,0
b4,5,2,5.5,0
b3,6,3,5.5,0
b3,6,3,5.5,0
e2,6,-2,4,0
e1,7,-5,5.8,0
e1,7,5,6.3,0
e2,8,4,4,0
b3,9,4,5.5,0
b3,9,4,5.5,0
e1,9.5,-5,5.8,0
e1,9.5,5,6.3,0
e2,10,4,4,0
e3,10,2,4.6,0
e3,10,-2,4.6,0
b3,12,2,5.5,0
b3,12,2,5.5,0
e1,12,4,5.8,0
e1,12,-4,6.3,0
e2,12,-6,4,0
b5,13,3,5.5,0
b5,13,3,5.5,0
e2,14,-6,4,0
e1,14.5,4,5.8,0
e1,14.5,-4,6.3,0
b4,15,-2,5.5,0
b4,15,-2,5.5,0
e3,15,0,4.6,0
e3,15,3,4.3,0
e3,15,-3,4.3,0
e2,16,-2,4,0
e1,17,-5,5.8,0
e1,17,5,6.3,0
e2,18,-2,4,0
e1,19.5,-5,5.8,0
e1,19.5,5,6.3,0
e2,20,2,4,0
e3,20,6,4.6,0
e3,20,-6,4.6,0
e1,22,5,5.8,0
e1,22,-5,6.3,0
e2,22,2,4,0
b5,23,-8,5.5,0
b5,23,-8,5.5,0
e2,24,6,4,0
e1,24.5,5,5.8,0
e1,24.5,-5,6.3,0
b4,25,5,5.5,0
b4,25,5,5.5,0
e3,25,5,4.3,0
e3,25,-5,4.3,0
e2,26,6,4,0
e1,27,9,5.8,0
e1,27,-9,6.3,0
e2,28,-4,4,0
e1,29.5,9,5.8,0
e1,29.5,-9,6.3,0
e2,30,-4,4,0
e3,30,1,4.6,0
e3,30,-1,4.6,0
e1,32,-3,5.8,0
e1,32,3,6.3,0
e2,32,0,4,0
b5,33,8,5.5,0
b5,33,8,5.5,0
e2,34,0,4,0
e1,34.5,-3,5.8,0
e1,34.5,3,6.3,0
b4,35,-5,5.5,0
b4,35,-5,5.5,0
e3,35,7,4.3,0
e3,35,-7,4.3,0
e2,36,4,4,0
e1,37,6,5.8,0
e1,37,-6,6.3,0
e2,38,4,4,0
e1,39.5,6,5.8,0
e1,39.5,-6,6.3,0
e2,40,-6,4,0
e3,40,-5,4.6,0
e3,40,5,4.6,0
e1,42,-5,5.8,0
e1,42,5,6.3,0
e2,42,-6,4,0
b5,43,7,5.5,0
b5,43,7,5.5,0
e2,44,-2,4,0
e1,44.5,-5,5.8,0
e1,44.5,5,6.3,0
b4,45,1,5.5,0
b4,45,1,5.5,0
e3,45,3,4.3,0
e3,45,-3,4.3,0
e2,46,-2,4,0
e1,47,3,5.8,0
e1,47,-3,6.3,0
e2,48,2,4,0
e1,49.5,3,5.8,0
e1,49.5,-3,6.3,0
e2,50,2,4,0
e3,50,0,4.6,0
e1,52,-5,5.8,0
e1,52,5,6.3,0
e2,52,6,4,0
b5,53,-7,5.5,0
b5,53,-7,5.5,0
e2,54,6,4,0
e1,54.5,-5,5.8,0
e1,54.5,5,6.3,0
b4,55,-1,5.5,0
b4,55,-1,5.5,0
e3,55,4,4.3,0
e3,55,-4,4.3,0
e2,56,-4,4,0
e1,57,8,5.8,0
e1,57,-8,6.3,0
e2,58,-4,4,0
e1,59.5,8,5.8,0
e1,59.5,-8,6.3,0
e2,60,0,4,0
e3,60,-7,4.6,0
e3,60,7,4.6,0
boss1,70,0,3,0
