boss,3,70,0,0,0
enemy,4,4,2,4,0
enemy,4,9,-2,4,0
enemy,4,14,2,4,0
enemy,4,19,-2,4,0
enemy,4,24,-2,4,0
enemy,4,29,2,4,0
enemy,4,34,-2,4,0
enemy,4,39,2,4,0
enemy,4,44,5,4,0
enemy,4,49,-5,4,0
enemy,4,54,5,4,0
enemy,4,59,-5,4,0
enemy,5,2,0,6,0
enemy,5,9,-3,6,0
enemy,5,17,3,6,0
enemy,5,25,0,6,0
enemy,6,33,3,6,0
enemy,6,41,-3,6,0
enemy,6,49,2,6,0
enemy,6,57,-2,6,0
enemy,7,2,0,6,0
enemy,7,10,0,6,0
enemy,7,19,0,6,0
enemy,7,19,0,6,0
enemy,7,28,0,6,0
enemy,7,28,0,6,0
enemy,7,37,0,6,0
enemy,7,37,0,6,0
enemy,7,37,0,6,0
enemy,7,46,0,6,0
enemy,7,46,0,6,0
enemy,7,46,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
