enemy,7,4,0,5.5,0
enemy,7,4,0,5.5,0
enemy,7,6,0,5.5,0
enemy,7,6,0,5.5,0
enemy,7,8,0,5.5,0
enemy,7,8,0,5.5,0
enemy,7,10,0,5.5,0
enemy,7,10,0,5.5,0
enemy,7,12,0,5.5,0
enemy,7,12,0,5.5,0
enemy,7,14,0,5.5,0
enemy,7,14,0,5.5,0
enemy,7,16,0,5.5,0
enemy,7,16,0,5.5,0
enemy,7,18,0,5.5,0
enemy,7,18,0,5.5,0
enemy,7,20,0,5.5,0
enemy,7,20,0,5.5,0
enemy,7,22,0,5.5,0
enemy,7,22,0,5.5,0
enemy,7,24,0,5.5,0
enemy,7,24,0,5.5,0
enemy,7,26,0,5.5,0
enemy,7,26,0,5.5,0
enemy,7,28,0,5.5,0
enemy,7,28,0,5.5,0
enemy,7,30,0,5.5,0
enemy,7,30,0,5.5,0
enemy,7,32,0,5.5,0
enemy,7,32,0,5.5,0
enemy,7,34,0,5.5,0
enemy,7,34,0,5.5,0
enemy,7,36,0,5.5,0
enemy,7,36,0,5.5,0
enemy,7,38,0,5.5,0
enemy,7,38,0,5.5,0
enemy,7,40,0,5.5,0
enemy,7,40,0,5.5,0
enemy,7,42,0,5.5,0
enemy,7,42,0,5.5,0
enemy,7,44,0,5.5,0
enemy,7,44,0,5.5,0
enemy,7,46,0,5.5,0
enemy,7,46,0,5.5,0
enemy,7,48,0,5.5,0
enemy,7,48,0,5.5,0
enemy,7,50,0,5.5,0
enemy,7,50,0,5.5,0
enemy,7,52,0,5.5,0
enemy,7,52,0,5.5,0
enemy,7,54,0,5.5,0
enemy,7,54,0,5.5,0
enemy,7,56,0,5.5,0
enemy,7,56,0,5.5,0
enemy,7,58,0,5.5,0
enemy,7,58,0,5.5,0
enemy,7,60,0,5.5,0
enemy,7,60,0,5.5,0
enemy,3,2,0,4,0
enemy,3,2,-6,4,0
enemy,3,2,6,4,0
enemy,3,15,0,4,0
enemy,3,15,-6,4,0
enemy,3,15,6,4,0
enemy,3,30,0,4,0
enemy,3,30,-6,4,0
enemy,3,30,6,4,0
