bullet,5,6,0,5.5,0
bullet,5,12,0,5.5,0
bullet,5,18,0,5.5,0
bullet,5,24,0,5.5,0
bullet,5,30,0,5.5,0
bullet,5,36,0,5.5,0
bullet,5,42,0,5.5,0
bullet,5,48,0,5.5,0
bullet,5,54,0,5.5,0
bullet,6,3,0,5.5,0
bullet,6,9,0,5.5,0
bullet,6,15,0,5.5,0
bullet,6,21,0,5.5,0
bullet,6,27,0,5.5,0
bullet,6,33,0,5.5,0
bullet,6,39,0,5.5,0
bullet,6,45,0,5.5,0
bullet,6,51,0,5.5,0
bullet,6,57,0,5.5,0
boss,3,96,0,0,0
enemy,4,4,2,4,0
enemy,4,8,-2,4,0
enemy,4,12,2,4,0
enemy,4,16,-2,4,0
enemy,4,20,-2,4,0
enemy,4,24,2,4,0
enemy,4,28,-2,4,0
enemy,4,32,2,4,0
enemy,4,36,5,4,0
enemy,4,40,-5,4,0
enemy,4,44,5,4,0
enemy,4,48,-5,4,0
enemy,4,52,7,4,0
enemy,4,56,-7,4,0
enemy,5,2,0,7,0
enemy,5,9,-3,7,0
enemy,5,17,3,7,0
enemy,5,25,0,7,0
enemy,5,33,-3,7,0
enemy,5,41,3,7,0
enemy,5,49,-2,7,0
enemy,5,57,2,7,0
enemy,5,64,-6,7,0
enemy,5,67,6,7,0
enemy,5,70,-6,7,0
enemy,5,73,6,7,0
enemy,5,76,-6,7,0
enemy,5,79,6,7,0
enemy,5,82,-6,7,0
enemy,5,85,6,7,0
enemy,5,88,-6,7,0
enemy,5,91,6,7,0
enemy,5,94,-6,7,0
enemy,6,2,3,7,0
enemy,6,9,0,7,0
enemy,6,17,-3,7,0
enemy,6,25,3,7,0
enemy,6,33,3,7,0
enemy,6,41,-3,7,0
enemy,6,49,2,7,0
enemy,6,57,-2,7,0
enemy,6,64,6,7,0
enemy,6,67,-6,7,0
enemy,6,70,6,7,0
enemy,6,73,-6,7,0
enemy,6,76,6,7,0
enemy,6,79,-6,7,0
enemy,6,82,6,7,0
enemy,6,85,-6,7,0
enemy,6,88,6,7,0
enemy,6,91,-6,7,0
enemy,6,94,6,7,0
enemy,7,2,0,6,0
enemy,7,10,0,6,0
enemy,7,19,0,6,0
enemy,7,19,0,6,0
enemy,7,28,0,6,0
enemy,7,28,0,6,0
enemy,7,37,0,6,0
enemy,7,37,0,6,0
enemy,7,37,0,6,0
enemy,7,46,0,6,0
enemy,7,46,0,6,0
enemy,7,46,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
enemy,7,55,0,6,0
enemy,9,63,0,4,0
